,community1,community2,edges
4512,17,177,16
4513,17,131,6
4514,17,19,3
4515,17,313,67
4516,17,1590,10
4517,17,96,6
4518,17,445,41
4519,17,78,14
4520,17,530,2
4521,17,1373,4
4522,17,71,15
4523,17,986,11
4524,17,197,7
4525,17,20,4
4526,17,77,4
4527,17,13,6
4528,17,31,4
4529,17,341,1
4530,17,1053,1
4531,17,1565,1
4532,17,38,2
4533,17,58,1
4534,17,237,3
4535,17,84,11
4536,17,109,5
4537,17,74,2
4538,17,1273,6
4539,17,1057,6
4540,17,1080,1
4541,17,428,9
4542,17,441,2
4543,17,251,1
4544,17,475,2
4545,17,935,1
4546,17,160,1
4547,17,2512,6
4548,17,203,1
4549,17,214,1
4550,17,418,2
4551,17,1240,1
4552,17,1535,4
4553,17,699,1
4554,17,1032,1
4555,17,633,14
4556,17,221,1
4557,17,603,2
4558,17,33,1
4559,17,85,1
4560,17,638,2
4561,17,760,1
4562,17,816,3
4563,17,73,1
4564,17,841,3
4565,17,1092,1
4566,17,1094,1
4567,17,1134,4
4568,17,1187,1
4569,17,1366,1
4570,17,1387,1
4571,17,80,1
4572,17,1508,1
4573,17,1698,1
4574,17,1922,2
4575,17,2108,1
4576,17,2231,1
4577,17,2313,1
4578,17,2500,3
4579,17,2550,4
4580,127,102,273
4581,127,90,19
4582,127,12,1290
4583,127,43,4606
4584,127,120,3924
4585,127,67,503
4586,127,25,14
4587,127,83,2316
4588,127,60,27
4589,127,1254,672
4590,127,599,152
4591,127,34,1020
4592,127,23,197
4593,127,1590,3527
4594,127,8,43
4595,127,18,1298
4596,127,104,502
4597,127,15,96
4598,127,69,64
4599,127,445,83
4600,127,498,9
4601,127,77,191
4602,127,4,83
4603,127,117,83
4604,127,269,8
4605,127,96,18
4606,127,160,23
4607,127,66,103
4608,127,42,168
4609,127,5,123
4610,127,141,78
4611,127,197,200
4612,127,6,38
4613,127,72,133
4614,127,664,57
4615,127,175,127
4616,127,1486,2
4617,127,22,6
4618,127,30,272
4619,127,10,20
4620,127,158,8
4621,127,78,20
4622,127,81,8
4623,127,105,20
4624,127,784,40
4625,127,26,8
4626,127,89,6
4627,127,14,8
4628,127,113,19
4629,127,20,52
4630,127,99,2
4631,127,1081,39
4632,127,76,6
4633,127,73,6
4634,127,98,35
4635,127,1198,16
4636,127,441,10
4637,127,466,2
4638,127,867,2
4639,127,346,2
4640,127,51,42
4641,127,972,11
4642,127,11,6
4643,127,1308,67
4644,127,84,15
4645,127,24,22
4646,127,623,5
4647,127,842,1
4648,127,172,2
4649,127,13,11
4650,127,850,2
4651,127,109,11
4652,127,428,73
4653,127,1846,1
4654,127,1273,13
4655,127,177,4
4656,127,350,2
4657,127,9,22
4658,127,79,4
4659,127,1043,2
4660,127,486,6
4661,127,790,19
4662,127,1151,1
4663,127,638,3
4664,127,633,63
4665,127,1056,20
4666,127,451,2
4667,127,2,1
4668,127,379,49
4669,127,462,1
4670,127,31,2
4671,127,85,1
4672,127,586,3
4673,127,183,4
4674,127,801,4
4675,127,1192,1
4676,127,1505,3
4677,127,1017,7
4678,127,321,2
4679,127,1079,2
4680,127,206,2
4681,127,550,16
4682,127,374,3
4683,127,2233,4
4684,127,1401,1
4685,127,450,18
4686,127,1095,1
4687,127,458,12
4688,127,2624,1
4689,127,1348,2
4690,127,1358,1
4691,127,978,1
4692,127,484,1
4693,127,512,1
4694,127,1007,1
4695,127,848,3
4696,127,538,1
4697,127,1686,6
4698,127,795,9
4699,127,1680,28
4700,127,94,1
4701,127,918,6
4702,127,1735,6
4703,127,953,7
4704,127,1336,1
4705,127,71,1
4706,127,796,14
4707,127,732,1
4708,127,33,1
4709,127,663,4
4710,127,676,3
4711,127,954,1
4712,127,714,1
4713,127,846,4
4714,127,752,4
4715,127,754,3
4716,127,760,5
4717,127,768,2
4718,127,777,3
4719,127,787,4
4720,127,788,2
4721,127,794,1
4722,127,808,1
4723,127,810,3
4724,127,987,3
4725,127,1141,2
4726,127,1849,2
4727,127,894,2
4728,127,845,10
4729,127,847,7
4730,127,863,2
4731,127,865,1
4732,127,1270,4
4733,127,883,6
4734,127,928,1
4735,127,2361,3
4736,127,1276,4
4737,127,1025,4
4738,127,949,1
4739,127,1004,5
4740,127,957,2
4741,127,963,2
4742,127,977,2
4743,127,985,2
4744,127,1592,2
4745,127,2228,70
4746,127,826,1
4747,127,1055,4
4748,127,1067,3
4749,127,742,1
4750,127,1118,1
4751,127,1125,1
4752,127,1152,2
4753,127,1163,2
4754,127,1180,1
4755,127,1186,1
4756,127,1232,4
4757,127,1252,3
4758,127,1154,1
4759,127,1322,8
4760,127,1295,1
4761,127,359,1
4762,127,1327,5
4763,127,1332,4
4764,127,1354,3
4765,127,1386,1
4766,127,568,1
4767,127,313,1
4768,127,1438,4
4769,127,1452,1
4770,127,1682,6
4771,127,942,3
4772,127,1515,1
4773,127,1563,4
4774,127,1513,1
4775,127,1629,3
4776,127,1614,1
4777,127,1567,1
4778,127,1664,2
4779,127,1705,3
4780,127,1310,2
4781,127,1764,2
4782,127,1766,2
4783,127,1767,2
4784,127,1778,3
4785,127,1786,4
4786,127,1796,7
4787,127,1851,1
4788,127,1882,2
4789,127,2304,1
4790,127,1903,2
4791,127,2063,4
4792,127,2295,1
4793,127,2237,2
4794,127,1942,1
4795,127,1970,3
4796,127,2032,1
4797,127,1781,1
4798,127,2156,1
4799,127,2166,1
4800,127,2246,2
4801,127,2285,1
4802,127,2313,1
4803,127,2351,3
4804,127,237,1
4805,127,2362,1
4806,127,2255,1
4807,127,2621,1
4808,127,2627,1
4809,127,2599,1
4810,127,1019,1
4811,127,2629,2
4812,102,6,155
4813,102,4,4816
4814,102,8,683
4815,102,5,1039
4816,102,25,139
4817,102,120,622
4818,102,66,1476
4819,102,175,566
4820,102,15,580
4821,102,12,1105
4822,102,10,109
4823,102,1254,147
4824,102,104,5669
4825,102,23,460
4826,102,26,53
4827,102,34,715
4828,102,117,1151
4829,102,43,788
4830,102,67,51
4831,102,206,21
4832,102,72,241
4833,102,94,6
4834,102,105,117
4835,102,466,169
4836,102,83,61
4837,102,69,115
4838,102,81,356
4839,102,90,84
4840,102,664,320
4841,102,76,10
4842,102,141,1507
4843,102,51,39
4844,102,1590,20
4845,102,60,353
4846,102,599,14
4847,102,131,173
4848,102,78,55
4849,102,22,9
4850,102,158,67
4851,102,73,13
4852,102,177,11
4853,102,42,44
4854,102,18,155
4855,102,638,19
4856,102,1242,2
4857,102,579,1
4858,102,428,20
4859,102,633,337
4860,102,82,72
4861,102,58,2
4862,102,85,15
4863,102,445,19
4864,102,801,19
4865,102,1508,36
4866,102,77,9
4867,102,269,9
4868,102,172,6
4869,102,89,26
4870,102,96,8
4871,102,636,4
4872,102,11,10
4873,102,693,20
4874,102,784,33
4875,102,19,29
4876,102,14,23
4877,102,313,14
4878,102,98,80
4879,102,24,11
4880,102,65,2
4881,102,160,7
4882,102,30,26
4883,102,1478,3
4884,102,197,10
4885,102,446,7
4886,102,498,4
4887,102,182,2
4888,102,2238,2
4889,102,1273,2
4890,102,84,3
4891,102,364,1
4892,102,113,8
4893,102,1701,2
4894,102,62,2
4895,102,467,1
4896,102,171,6
4897,102,20,3
4898,102,71,15
4899,102,248,1
4900,102,1821,3
4901,102,252,4
4902,102,422,2
4903,102,109,3
4904,102,441,4
4905,102,9,25
4906,102,603,1
4907,102,1999,1
4908,102,170,1
4909,102,184,1
4910,102,185,4
4911,102,196,1
4912,102,2627,2
4913,102,1305,2
4914,102,949,2
4915,102,237,1
4916,102,282,4
4917,102,31,2
4918,102,1410,1
4919,102,1057,1
4920,102,2624,1
4921,102,486,5
4922,102,1919,1
4923,102,1191,1
4924,102,567,1
4925,102,635,4
4926,102,2235,1
4927,102,214,1
4928,102,591,1
4929,102,1308,6
4930,102,677,1
4931,102,1696,1
4932,102,724,1
4933,102,1017,1
4934,102,790,2
4935,102,2397,1
4936,102,1115,2
4937,102,1443,3
4938,102,1213,4
4939,102,1260,1
4940,102,1496,1
4941,102,1511,2
4942,102,80,1
4943,102,1680,3
4944,102,2457,1
4945,102,1648,2
4946,102,1967,1
4947,102,2196,1
4948,102,2042,1
4949,102,2286,2
4950,102,2413,1
4951,102,2482,1
4952,102,2609,3
4953,102,2623,1
4954,43,12,6804
4955,43,34,5732
4956,43,18,31414
4957,43,67,13548
4958,43,66,774
4959,43,15,277
4960,43,26,23
4961,43,83,1106
4962,43,23,899
4963,43,69,227
4964,43,120,91494
4965,43,6,61
4966,43,1254,29308
4967,43,664,1016
4968,43,5,643
4969,43,42,8381
4970,43,8,130
4971,43,10,85
4972,43,4,119
4973,43,76,32
4974,43,117,63
4975,43,175,245
4976,43,89,22
4977,43,30,5983
4978,43,20,669
4979,43,197,2030
4980,43,113,1279
4981,43,445,5559
4982,43,104,840
4983,43,1081,605
4984,43,96,2050
4985,43,77,1111
4986,43,60,120
4987,43,72,398
4988,43,25,18
4989,43,22,29
4990,43,1124,2
4991,43,90,132
4992,43,599,6803
4993,43,84,699
4994,43,141,185
4995,43,206,61
4996,43,158,34
4997,43,81,28
4998,43,441,862
4999,43,172,315
5000,43,58,174
5001,43,94,5
5002,43,105,97
5003,43,14,35
5004,43,109,10
5005,43,638,3
5006,43,11,32
5007,43,71,10
5008,43,801,7
5009,43,24,72
5010,43,31,2
5011,43,466,29
5012,43,972,14
5013,43,1567,14
5014,43,784,61
5015,43,1590,413
5016,43,177,16
5017,43,78,40
5018,43,269,9
5019,43,16,4
5020,43,85,6
5021,43,82,5
5022,43,1674,2
5023,43,131,10
5024,43,51,48
5025,43,864,18
5026,43,161,1
5027,43,1273,12
5028,43,73,4
5029,43,98,21
5030,43,112,5
5031,43,895,2
5032,43,960,1
5033,43,44,7
5034,43,9,177
5035,43,498,8
5036,43,46,12
5037,43,2304,54
5038,43,793,1
5039,43,1219,2
5040,43,1401,9
5041,43,1017,3
5042,43,428,84
5043,43,2316,5
5044,43,792,3
5045,43,2527,32
5046,43,2523,2
5047,43,2229,3
5048,43,981,8
5049,43,1489,3
5050,43,153,4
5051,43,1822,1
5052,43,978,2
5053,43,633,215
5054,43,1466,3
5055,43,803,3
5056,43,160,58
5057,43,19,3
5058,43,191,1
5059,43,790,14
5060,43,2021,3
5061,43,2183,8
5062,43,2133,1
5063,43,1308,23
5064,43,2517,4
5065,43,21,1
5066,43,396,1
5067,43,2622,26
5068,43,1754,2
5069,43,1508,4
5070,43,2279,1
5071,43,2546,3
5072,43,1217,2
5073,43,1723,3
5074,43,1215,11
5075,43,2433,3
5076,43,2561,9
5077,43,1565,2
5078,43,2397,2
5079,43,1744,3
5080,43,1471,2
5081,43,333,1
5082,43,99,1
5083,43,1507,8
5084,43,1204,2
5085,43,1680,33
5086,43,880,6
5087,43,892,6
5088,43,2076,2
5089,43,2272,2
5090,43,429,1
5091,43,231,2
5092,43,162,2
5093,43,838,10
5094,43,171,2
5095,43,1446,1
5096,43,1386,9
5097,43,1829,3
5098,43,211,1
5099,43,217,1
5100,43,1320,10
5101,43,841,2
5102,43,1999,1
5103,43,13,13
5104,43,273,1
5105,43,292,2
5106,43,1467,1
5107,43,313,1
5108,43,371,4
5109,43,342,1
5110,43,996,1
5111,43,579,1
5112,43,447,1
5113,43,461,1
5114,43,987,5
5115,43,484,2
5116,43,1593,2
5117,43,535,2
5118,43,538,2
5119,43,1494,1
5120,43,563,2
5121,43,581,1
5122,43,458,1
5123,43,637,1
5124,43,644,2
5125,43,1965,2
5126,43,2545,3
5127,43,657,2
5128,43,658,2
5129,43,671,2
5130,43,674,2
5131,43,29,5
5132,43,689,1
5133,43,706,1
5134,43,954,1
5135,43,1414,48
5136,43,761,2
5137,43,779,1
5138,43,440,1
5139,43,782,2
5140,43,1321,4
5141,43,817,1
5142,43,829,1
5143,43,856,1
5144,43,1052,2
5145,43,2485,4
5146,43,997,2
5147,43,973,1
5148,43,979,3
5149,43,2228,2
5150,43,1026,1
5151,43,1779,4
5152,43,1470,2
5153,43,1069,8
5154,43,2284,2
5155,43,1109,2
5156,43,1125,1
5157,43,1160,1
5158,43,1174,1
5159,43,1188,1
5160,43,1197,3
5161,43,1202,1
5162,43,1223,1
5163,43,1231,1
5164,43,512,5
5165,43,1266,1
5166,43,1295,2
5167,43,1355,1
5168,43,1357,1
5169,43,1377,3
5170,43,1381,2
5171,43,894,1
5172,43,1412,2
5173,43,2617,2
5174,43,1541,1
5175,43,1428,2
5176,43,1434,1
5177,43,1445,4
5178,43,2382,9
5179,43,1900,10
5180,43,1503,1
5181,43,1545,2
5182,43,1553,2
5183,43,1966,1
5184,43,1578,4
5185,43,1580,3
5186,43,1585,2
5187,43,1595,2
5188,43,1598,1
5189,43,1603,1
5190,43,1634,1
5191,43,1641,1
5192,43,2176,3
5193,43,1655,2
5194,43,462,1
5195,43,1675,1
5196,43,1732,3
5197,43,2494,3
5198,43,2386,2
5199,43,1797,4
5200,43,1798,3
5201,43,1799,1
5202,43,2217,4
5203,43,1809,2
5204,43,1814,2
5205,43,1844,2
5206,43,1860,4
5207,43,2157,1
5208,43,714,4
5209,43,1876,1
5210,43,1884,1
5211,43,1306,1
5212,43,2350,1
5213,43,1960,2
5214,43,1974,1
5215,43,2005,1
5216,43,2041,2
5217,43,2106,4
5218,43,2207,1
5219,43,2225,4
5220,43,2240,1
5221,43,764,1
5222,43,1457,1
5223,43,2329,3
5224,43,2333,3
5225,43,2396,1
5226,43,2401,2
5227,43,2406,1
5228,43,2427,4
5229,43,2429,3
5230,43,2436,1
5231,43,2445,3
5232,43,2504,1
5233,43,1840,1
5234,43,2510,2
5235,43,2514,4
5236,43,2541,3
5237,43,2568,2
5238,43,2581,1
5239,43,2592,2
5240,43,2597,1
5241,43,1547,1
5242,43,2555,1
5243,43,291,1
5244,120,6,272
5245,120,23,468
5246,120,15,148
5247,120,94,15
5248,120,42,7245
5249,120,104,883
5250,120,141,393
5251,120,67,7183
5252,120,81,114
5253,120,599,5035
5254,120,1254,16991
5255,120,197,1208
5256,120,34,1716
5257,120,72,1214
5258,120,12,2788
5259,120,175,164
5260,120,8,197
5261,120,26,21
5262,120,18,26652
5263,120,30,3395
5264,120,4,80
5265,120,445,4229
5266,120,20,530
5267,120,172,302
5268,120,76,38
5269,120,10,33
5270,120,66,174
5271,120,117,167
5272,120,77,432
5273,120,96,1584
5274,120,84,1594
5275,120,441,692
5276,120,5,72
5277,120,51,388
5278,120,131,92
5279,120,60,123
5280,120,25,231
5281,120,113,1164
5282,120,69,152
5283,120,90,44
5284,120,664,367
5285,120,22,34
5286,120,78,16
5287,120,1081,355
5288,120,58,179
5289,120,105,47
5290,120,158,49
5291,120,83,215
5292,120,24,96
5293,120,109,5
5294,120,206,41
5295,120,89,28
5296,120,1590,562
5297,120,371,4
5298,120,9,82
5299,120,1215,20
5300,120,14,34
5301,120,333,16
5302,120,98,72
5303,120,784,110
5304,120,85,20
5305,120,82,18
5306,120,428,54
5307,120,269,8
5308,120,160,18
5309,120,1578,3
5310,120,790,61
5311,120,1965,4
5312,120,801,10
5313,120,71,9
5314,120,895,27
5315,120,512,46
5316,120,11,10
5317,120,242,12
5318,120,313,15
5319,120,498,42
5320,120,1273,56
5321,120,1308,26
5322,120,1667,2
5323,120,13,13
5324,120,31,8
5325,120,1380,1
5326,120,73,20
5327,120,466,18
5328,120,880,4
5329,120,219,1
5330,120,177,14
5331,120,2052,2
5332,120,46,2
5333,120,633,182
5334,120,1508,8
5335,120,1680,13
5336,120,972,11
5337,120,996,1
5338,120,2316,2
5339,120,124,4
5340,120,68,2
5341,120,1806,2
5342,120,19,10
5343,120,638,3
5344,120,838,42
5345,120,92,1
5346,120,978,4
5347,120,2386,3
5348,120,1499,2
5349,120,823,1
5350,120,469,2
5351,120,1666,2
5352,120,805,1
5353,120,205,4
5354,120,1445,7
5355,120,33,3
5356,120,1553,3
5357,120,1351,6
5358,120,171,6
5359,120,1541,4
5360,120,2202,1
5361,120,2271,1
5362,120,162,3
5363,120,181,1
5364,120,1400,6
5365,120,1050,3
5366,120,1844,4
5367,120,203,1
5368,120,1386,18
5369,120,237,2
5370,120,1165,2
5371,120,429,2
5372,120,2164,2
5373,120,265,1
5374,120,268,3
5375,120,556,2
5376,120,286,2
5377,120,1053,2
5378,120,1266,2
5379,120,340,1
5380,120,342,3
5381,120,356,1
5382,120,369,1
5383,120,2535,1
5384,120,1313,1
5385,120,1469,1
5386,120,379,1
5387,120,683,1
5388,120,1099,3
5389,120,1960,1
5390,120,383,1
5391,120,627,7
5392,120,393,1
5393,120,403,1
5394,120,407,1
5395,120,408,2
5396,120,416,1
5397,120,424,2
5398,120,427,4
5399,120,1074,1
5400,120,1278,1
5401,120,439,1
5402,120,1057,2
5403,120,694,1
5404,120,447,2
5405,120,458,1
5406,120,490,1
5407,120,1567,9
5408,120,508,2
5409,120,532,1
5410,120,535,2
5411,120,536,1
5412,120,538,14
5413,120,540,1
5414,120,546,3
5415,120,548,2
5416,120,568,1
5417,120,214,1
5418,120,587,1
5419,120,1219,3
5420,120,601,2
5421,120,1191,1
5422,120,608,1
5423,120,1014,2
5424,120,2111,4
5425,120,2545,1
5426,120,1177,1
5427,120,628,1
5428,120,635,1
5429,120,640,1
5430,120,779,5
5431,120,652,2
5432,120,1434,1
5433,120,658,3
5434,120,2406,3
5435,120,667,1
5436,120,669,1
5437,120,674,1
5438,120,676,1
5439,120,681,1
5440,120,1549,1
5441,120,688,1
5442,120,695,1
5443,120,2503,2
5444,120,836,1
5445,120,1017,3
5446,120,706,5
5447,120,707,2
5448,120,710,1
5449,120,954,1
5450,120,1822,2
5451,120,719,1
5452,120,722,2
5453,120,725,1
5454,120,740,1
5455,120,1334,4
5456,120,739,2
5457,120,753,1
5458,120,2622,7
5459,120,761,2
5460,120,770,1
5461,120,787,1
5462,120,923,1
5463,120,792,3
5464,120,795,1
5465,120,569,1
5466,120,2172,2
5467,120,817,1
5468,120,2313,1
5469,120,845,2
5470,120,2035,2
5471,120,847,1
5472,120,870,1
5473,120,2391,1
5474,120,883,1
5475,120,891,1
5476,120,898,1
5477,120,901,1
5478,120,609,1
5479,120,909,2
5480,120,920,1
5481,120,938,2
5482,120,944,2
5483,120,949,1
5484,120,952,2
5485,120,1829,1
5486,120,450,2
5487,120,958,1
5488,120,959,1
5489,120,2095,4
5490,120,963,1
5491,120,497,1
5492,120,971,1
5493,120,973,3
5494,120,979,1
5495,120,987,3
5496,120,994,1
5497,120,714,2
5498,120,990,1
5499,120,1015,1
5500,120,1026,2
5501,120,1027,1
5502,120,1036,2
5503,120,1045,1
5504,120,1048,1
5505,120,1052,1
5506,120,1062,2
5507,120,1069,12
5508,120,1143,1
5509,120,423,1
5510,120,1093,1
5511,120,1096,1
5512,120,1098,2
5513,120,1760,4
5514,120,1102,1
5515,120,1105,1
5516,120,1106,1
5517,120,1109,2
5518,120,1115,2
5519,120,287,1
5520,120,1124,1
5521,120,2523,1
5522,120,1142,7
5523,120,1145,3
5524,120,1231,2
5525,120,1160,1
5526,120,1163,1
5527,120,1167,1
5528,120,1168,1
5529,120,1174,2
5530,120,1181,4
5531,120,1182,1
5532,120,1184,1
5533,120,1188,1
5534,120,698,1
5535,120,1295,3
5536,120,1874,1
5537,120,1228,1
5538,120,1235,1
5539,120,1164,1
5540,120,1242,1
5541,120,1248,1
5542,120,1249,1
5543,120,1259,2
5544,120,1272,2
5545,120,1279,1
5546,120,1285,2
5547,120,1183,1
5548,120,1319,2
5549,120,666,2
5550,120,1328,2
5551,120,1593,4
5552,120,1352,2
5553,120,1356,2
5554,120,1357,3
5555,120,1368,1
5556,120,1993,2
5557,120,1393,1
5558,120,927,1
5559,120,1414,2
5560,120,1676,1
5561,120,1468,1
5562,120,1474,1
5563,120,1482,1
5564,120,733,1
5565,120,1489,1
5566,120,1490,1
5567,120,1493,1
5568,120,1495,1
5569,120,1510,1
5570,120,1511,2
5571,120,1513,2
5572,120,1520,1
5573,120,1529,1
5574,120,2398,1
5575,120,1532,1
5576,120,1545,2
5577,120,1550,1
5578,120,1555,1
5579,120,1572,1
5580,120,1580,1
5581,120,1585,1
5582,120,1595,2
5583,120,1596,1
5584,120,1598,1
5585,120,1603,3
5586,120,644,1
5587,120,1619,1
5588,120,1621,1
5589,120,1626,1
5590,120,1631,3
5591,120,1633,1
5592,120,1634,2
5593,120,1636,1
5594,120,1472,1
5595,120,1646,2
5596,120,2157,2
5597,120,1659,1
5598,120,1670,1
5599,120,1674,1
5600,120,80,4
5601,120,1677,1
5602,120,1721,2
5603,120,2624,4
5604,120,510,1
5605,120,1749,1
5606,120,1750,1
5607,120,1763,1
5608,120,1362,1
5609,120,1780,1
5610,120,1788,1
5611,120,1794,1
5612,120,1796,2
5613,120,1797,4
5614,120,1809,1
5615,120,1819,2
5616,120,1824,2
5617,120,693,1
5618,120,1840,1
5619,120,1853,1
5620,120,1871,2
5621,120,1884,1
5622,120,1896,1
5623,120,1916,1
5624,120,1919,1
5625,120,2098,1
5626,120,1938,1
5627,120,1950,1
5628,120,1394,1
5629,120,1428,1
5630,120,1974,2
5631,120,1223,1
5632,120,2005,1
5633,120,2017,1
5634,120,2023,1
5635,120,2397,1
5636,120,2088,1
5637,120,2089,1
5638,120,2123,2
5639,120,2126,1
5640,120,1731,1
5641,120,2191,1
5642,120,2193,2
5643,120,812,1
5644,120,778,1
5645,120,2240,1
5646,120,2275,1
5647,120,2290,2
5648,120,2299,1
5649,120,1814,2
5650,120,2388,1
5651,120,2396,1
5652,120,2444,1
5653,120,2445,1
5654,120,2498,1
5655,120,2500,1
5656,120,2525,1
5657,120,2527,1
5658,120,2546,1
5659,120,2547,1
5660,120,2581,12
5661,120,603,1
5662,120,2592,1
5663,120,2593,2
5664,120,2597,3
5665,120,2607,1
5666,120,1547,1
5667,120,2627,1
5668,120,2628,1
5669,120,2368,1
5670,120,1019,1
5671,120,1195,1
5672,120,829,1
5673,104,15,350
5674,104,8,1087
5675,104,141,3124
5676,104,4,186
5677,104,23,331
5678,104,66,1045
5679,104,105,273
5680,104,81,9
5681,104,117,562
5682,104,42,62
5683,104,96,43
5684,104,72,223
5685,104,98,29
5686,104,5,16
5687,104,34,312
5688,104,10,52
5689,104,175,445
5690,104,25,206
5691,104,6,222
5692,104,60,352
5693,104,158,45
5694,104,131,58
5695,104,12,191
5696,104,67,108
5697,104,85,17
5698,104,428,10
5699,104,83,49
5700,104,82,20
5701,104,90,48
5702,104,1254,312
5703,104,30,20
5704,104,69,17
5705,104,26,45
5706,104,234,2
5707,104,172,51
5708,104,1068,5
5709,104,466,74
5710,104,18,129
5711,104,664,112
5712,104,445,71
5713,104,206,6
5714,104,439,5
5715,104,633,7
5716,104,14,25
5717,104,89,16
5718,104,113,28
5719,104,269,4
5720,104,11,1
5721,104,1308,6
5722,104,75,2
5723,104,171,13
5724,104,2160,3
5725,104,599,16
5726,104,24,20
5727,104,177,5
5728,104,313,47
5729,104,638,35
5730,104,197,14
5731,104,94,1
5732,104,498,15
5733,104,109,7
5734,104,76,8
5735,104,436,6
5736,104,738,1
5737,104,36,1
5738,104,965,1
5739,104,160,8
5740,104,77,1
5741,104,1273,5
5742,104,2115,1
5743,104,1590,3
5744,104,71,6
5745,104,698,3
5746,104,1227,1
5747,104,221,1
5748,104,84,9
5749,104,51,28
5750,104,790,5
5751,104,73,10
5752,104,801,1
5753,104,1337,3
5754,104,441,6
5755,104,462,1
5756,104,1053,2
5757,104,22,11
5758,104,1317,4
5759,104,237,3
5760,104,709,4
5761,104,118,2
5762,104,565,2
5763,104,148,1
5764,104,78,4
5765,104,9,4
5766,104,784,1
5767,104,978,1
5768,104,19,2
5769,104,487,2
5770,104,249,1
5771,104,2052,1
5772,104,268,1
5773,104,363,1
5774,104,750,1
5775,104,406,1
5776,104,1935,1
5777,104,943,3
5778,104,482,2
5779,104,537,1
5780,104,405,1
5781,104,758,2
5782,104,596,2
5783,104,2133,1
5784,104,745,2
5785,104,1998,1
5786,104,604,2
5787,104,635,1
5788,104,2545,1
5789,104,681,1
5790,104,697,2
5791,104,1708,2
5792,104,718,2
5793,104,722,1
5794,104,902,1
5795,104,907,1
5796,104,914,1
5797,104,809,1
5798,104,1239,1
5799,104,1292,1
5800,104,1306,1
5801,104,1392,2
5802,104,2192,1
5803,104,1496,2
5804,104,1628,1
5805,104,1645,1
5806,104,1654,1
5807,104,1758,2
5808,104,1883,1
5809,104,1934,1
5810,104,1101,1
5811,104,1146,2
5812,104,215,1
5813,104,742,2
5814,104,2185,1
5815,104,2506,1
5816,104,778,2
5817,104,2283,1
5818,104,1710,1
5819,104,2296,1
5820,104,2392,1
5821,104,33,1
5822,104,2481,1
5823,104,2162,1
5824,34,69,135
5825,34,22,22
5826,34,197,29
5827,34,12,4077
5828,34,98,98
5829,34,1254,345
5830,34,66,679
5831,34,15,261
5832,34,26,37
5833,34,6,39
5834,34,23,590
5835,34,10,79
5836,34,42,120
5837,34,664,1133
5838,34,5,82
5839,34,76,55
5840,34,158,20
5841,34,141,80
5842,34,8,122
5843,34,60,86
5844,34,72,446
5845,34,4,95
5846,34,89,57
5847,34,105,103
5848,34,83,176
5849,34,131,8
5850,34,81,66
5851,34,90,108
5852,34,638,9
5853,34,18,592
5854,34,31,3
5855,34,96,30
5856,34,85,4
5857,34,67,259
5858,34,25,29
5859,34,206,61
5860,34,175,169
5861,34,94,10
5862,34,599,85
5863,34,71,17
5864,34,24,58
5865,34,30,112
5866,34,14,46
5867,34,801,7
5868,34,498,41
5869,34,50,4
5870,34,177,16
5871,34,784,31
5872,34,633,223
5873,34,51,39
5874,34,9,97
5875,34,117,39
5876,34,445,102
5877,34,77,11
5878,34,1057,6
5879,34,172,13
5880,34,1404,1
5881,34,1527,1
5882,34,714,3
5883,34,832,1
5884,34,1508,28
5885,34,1080,4
5886,34,1590,35
5887,34,113,11
5888,34,1081,11
5889,34,20,5
5890,34,82,5
5891,34,84,8
5892,34,13,31
5893,34,466,5
5894,34,269,5
5895,34,428,59
5896,34,1918,4
5897,34,35,1
5898,34,109,15
5899,34,1411,1
5900,34,58,1
5901,34,1418,31
5902,34,1273,10
5903,34,646,3
5904,34,749,2
5905,34,160,44
5906,34,441,10
5907,34,33,1
5908,34,2098,9
5909,34,1283,20
5910,34,214,2
5911,34,2015,3
5912,34,1996,7
5913,34,313,3
5914,34,2389,2
5915,34,73,4
5916,34,2441,4
5917,34,112,1
5918,34,78,8
5919,34,790,1
5920,34,1069,2
5921,34,162,2
5922,34,1154,1
5923,34,237,1
5924,34,11,2
5925,34,1215,11
5926,34,895,1
5927,34,1308,5
5928,34,780,1
5929,34,80,1
5930,34,419,1
5931,34,2002,2
5932,34,579,1
5933,34,1546,8
5934,34,359,2
5935,34,486,5
5936,34,2545,1
5937,34,1112,1
5938,34,871,2
5939,34,1489,2
5940,34,586,2
5941,34,2284,2
5942,34,1206,1
5943,34,1369,1
5944,34,1667,2
5945,34,1477,1
5946,34,1521,2
5947,34,703,1
5948,34,1680,1
5949,34,1601,1
5950,34,1785,1
5951,34,1829,1
5952,34,2376,1
5953,34,2067,4
5954,34,1231,1
5955,34,2333,1
5956,34,987,1
5957,34,2466,1
5958,34,2468,1
5959,34,462,1
5960,34,2503,1
5961,34,2515,1
5962,34,2540,4
5963,34,2550,4
5964,34,19,1
5965,34,2627,1
5966,34,1019,1
5967,34,1195,1
5968,66,6,19
5969,66,12,710
5970,66,664,385
5971,66,4,189
5972,66,8,231
5973,66,23,314
5974,66,105,41
5975,66,81,60
5976,66,18,63
5977,66,60,80
5978,66,15,199
5979,66,83,65
5980,66,117,536
5981,66,72,72
5982,66,89,19
5983,66,5,239
5984,66,20,2
5985,66,131,59
5986,66,158,20
5987,66,42,21
5988,66,90,106
5989,66,10,67
5990,66,22,8
5991,66,175,257
